Date,Location,Deaths,Injuries,Description
"November 14, 2017","Rancho Tehama Reserve, California",6[n 1],18,"Rancho Tehama shootings: Neighbor on a rampage injured one student at Rancho Tehama Elementary School and fatally shot five adults at several locations.[265] The secretary heard the gunfire near the school and ordered the school to go on lockdown. After a custodian and the teachers put it into action, 43 year-old Kevin Neal rammed a truck into the gate of the school and fired at the classrooms hitting one student when a bullet pierced the wall. Neal fatally shot himself after sheriff's deputies rammed his vehicle during a pursuit.[265][266]"
"December 7, 2017","Aztec, New Mexico",3[n 1],0,"Aztec High School shooting: William Atchison, 21-year-old former male student sneaked into Aztec High School disguised as a student and hid in an unlocked washroom with a Glock 9mm handgun hidden in his bag. He retreated from the washroom after being spotted by a school custodian who chased him shouting ""active shooter"" and ""lockdown"". Atchinson was able to shoot and kill two students who were caught in the hallway before he killed himself.[267][268] He had been investigated in 2016 by the FBI when he asked ""where to find cheap assault rifles for a mass shooting"" on an online forum.[269]"
"January 10, 2018","Denison, Texas",0,0,"A criminal justice club student picked up a loaded gun, belonging to an advisor, which the student thought was an unloaded training weapon. She then shot at a wall target, unintentionally firing a bullet, which went through the wall and broke a window. The advisor was a licensed peace officer permitted to carry a firearm on campus.[270]"
"January 20, 2018","Winston-Salem, North Carolina",1,0,A student was fatally shot at a party at 1 a.m. on the campus of Wake Forest University.[271]
"January 22, 2018","Italy, Texas",0,1,A 16-year-old male student fired at a 15-year-old female classmate that he had briefly dated in the cafeteria of Italy High School. The gunman left the school immediately after opening fire and was arrested.[272][273][274]
"January 22, 2018","New Orleans, Louisiana",0,1,"Shots were fired from a truck in the parking lot of NET Charter High School, targeting a crowd of students during lunch time. One student was slightly injured, apparently from injuries unrelated to gunfire. One person was arrested in connection with the shooting.[271]"
"January 23, 2018","Marshall County, Kentucky",2,18,"Marshall County High School shooting: Gabriel Ross Parker,[275] a 15-year-old male student shot 16 people in the lobby at Marshall County High School and caused non-gunshot injuries to four others. Two 15-year-old students died: one killed at the scene, another died of wounds at Vanderbilt Medical Center.[276][277][278]"
"January 31, 2018","Philadelphia, Pennsylvania",1,0,"A fight began in the school parking lot outside a basketball game at Lincoln High School, and the school went into lockdown after shots were fired. A 32-year-old male was transported by private vehicle to Nazareth Hospital with two gunshot wounds in his leg. He was transferred by helicopter to another hospital, but died from his injuries. Police announced that they are searching for an adult male suspect.[279]"
"February 1, 2018","Los Angeles, California",0,5,"Two 15-year-old students, a boy and a girl, were shot and injured inside a classroom at Sal Castro Middle School, which shares a campus with Belmont High School. Three other people suffered injuries unrelated to gunfire. A 12-year-old girl was arrested and charged with negligent discharge of a firearm.[280]"
"February 5, 2018","Oxon Hill, Maryland",0,1,"A student was taken to the hospital after exiting Oxon Hill High School and going to speak to individuals in a vehicle who then attempted to rob, and subsequently shot and wounded him in the school's parking lot. Two other students were arrested and charged with attempted murder and robbery.[281]"
"February 9, 2018","Nashville, Tennessee",0,1,Pearl-Cohn High School: A student was shot five times in the parking lot.[282]
"February 14, 2018","Parkland, Florida",17,17,"Marjory Stoneman Douglas High School shooting: A 19-year-old former student (Nikolas Cruz) whose behavior had led to his expulsion began shooting students and staff members with a semi-automatic rifle at Marjory Stoneman Douglas High School. Seventeen people were killed, and 17 others were injured. The suspect shot the students in hallways and classrooms on the first and third floor of the complex. The suspected shooter blended in with the crowd of fleeing students and was arrested in a residential area of neighboring Coral Springs after walking away from the school.[283] He was later charged with murder and attempted murder.[284] The suspect had sat down at a McDonald's, then went to a nearby Subway."
"February 24, 2018","Savannah, Georgia",1,0,Savannah State University: A non-student was shot on campus and later died.[285]
"February 27, 2018","Itta Bena, Mississippi",0,1,Mississippi Valley State University: A person was shot in a recreation center. The injury was not life-threatening.[286]
"February 27, 2018","Norfolk, Virginia",0,1,Norfolk State University: A student was shot from an adjacent dorm room while doing homework. He was not seriously injured.[287]
"March 2, 2018","Mount Pleasant, Michigan",2,0,Central Michigan University shooting: 19-year-old student James Eric Davis Jr. shot and killed his mother and father when they came to campus to take him home for spring break. After the shooting Davis fled and the campus was placed on lockdown. Around 15 hours later police arrested him and took him to a local hospital. The incident disrupted the travel plans of students and campus activities for several days. Davis was charged with two counts of murder and one count of unlawful possession of a firearm used to commit murder however the judge found Davis insane and was put in a Psychiatric facility.[288][289][290][291]
"March 7, 2018","Birmingham, Alabama",1,2,"Huffman High School: One student was killed and another injured when shots were fired in the school building, prompting the school to go into lockdown shortly after the bell rang for school dismissal. Law enforcement originally labeled the shooting as ""accidental"".[292] Subsequently, 17-year-old male student Michael Barber was charged with manslaughter and was charged as ""being a certain person forbidden to possess a pistol"".[293] Although the school has metal detectors, they were not being used that day.[294] School resource officers were onsite at the time of the shooting.[293] Barber was sentenced to 12 months in jail.[295]"
"March 7, 2018","Jackson, Mississippi",0,1,Jackson State University: A student was shot inside a dormitory. His injuries were not life-threatening.[296]
"March 8, 2018","Mobile, Alabama",0,1,University of South Alabama: One person was hospitalized after a shooting on campus.[297]
"March 9, 2018","Lexington, Kentucky",0,1[n 1],"Frederick Douglass High School: A 16-year-old male student unintentionally shot himself with a gun he had smuggled into a classroom, sustaining an injury to his left thumb. Police announced they were charging him with wanton endangerment and possession of a weapon on school property. After the shooting, the school superintendent announced that stationary metal detectors would be installed and all students would be required to enter through them.[298]"
"March 13, 2018","Seaside, California",0,1,"Seaside High School: A teacher accidentally discharged a firearm while teaching a public safety class, injuring one student.[299]"
"March 20, 2018","Great Mills, Maryland",2[n 1],1,"Great Mills High School: The school was placed on lockdown after a shooting occurred in the morning. A 17-year-old male student, armed with a handgun, shot and fatally injured a female student (with whom he had a prior relationship) and wounded a male student. The student shot himself in the head, fatally, while the school resource officer simultaneously shot at him.
[300]"
"April 12, 2018","Raytown, Missouri",0,1,South Middle School: A man was shot in the stomach in the parking lot during a track meet.[301]
"April 20, 2018","Ocala, Florida",0,1,"Forest High School: A student shot through the door of the school with a Sawed-off shotgun shortly before a national school walkout for gun control measures. The student had recently dropped out and had planned a much more serious school shooting. His injuries were not life-threatening. Sky Bouche, the 19-year-old former student was arrested.[302]"
"May 11, 2018","Palmdale, California",0,1,"Highland High School: A 14-year-old former student allegedly fired a semi-automatic rifle shortly before classes were to begin. A 15-year-old was struck in the shoulder but went into surgery and was expected to recover fully. The suspect ditched the gun in a field and was arrested nearby, and faces a charge of attempted murder.[303]"
"May 16, 2018","Dixon, Illinois",0,1[n 1],"Dixon High School: A 19-year-old student recently kicked off the football team allegedly fired shots prior to graduation rehearsal. A school resource officer shot the suspect, who suffered non-life-threatening injuries.[304][305]"
"May 18, 2018","Santa Fe, Texas",10,13[n 1],"Santa Fe High School shooting: The school was evacuated when fire alarms were pulled at 7:45 am after a gunman opened fire on multiple students with a Remington 870 shotgun and a .38 caliber revolver, killing ten people. The accused shooter, 17-year-old Dimitrios Pagourtzis, started shooting in the art room, then went through the art hallway. Responding police officers then engaged Pagourtzis in a gunfight which lasted for 25 minutes, before Pagourtzis was wounded and taken into custody.[306] Multiple IEDs, pressure cookers, Molotov cocktails, pipe bombs, propane tanks, and other homemade explosives were also found around the school and parking lot.[307] Pagourtzis is currently awaiting trial for capital murder and faces a sentence of up to 40 years to life in prison."
"May 18, 2018","Jonesboro, Georgia",1,3,Mount Zion High School: An argument led to a shooting in a parking lot after a high school graduation ceremony for graduates of Perry Learning Center. Mount Zion High School provided overflow parking for people attending the ceremony.[308]
"May 25, 2018","Noblesville, Indiana",0,2,"Noblesville West Middle School shooting: Two people were shot and injured in a shooting at Noblesville West Middle School in Noblesville, Indiana. The shooter is an unnamed middle school student who exited his science classroom and re-entered with a gun. When he returned, he shot a female student and the science teacher, identified as Jason Seaman. Seaman was shot in the abdomen, hip, and forearm. The gun was wrestled away by Seaman after both he and the female student were shot.[309][310]"
"August 4, 2018","Edgewood, Maryland",1,0,"19-year-old Thailek Jacob Willis was found in a car in the parking lot of Edgewood High School suffering from a gunshot wound to the upper torso and later died at a local hospital.[311] 15-year-old Jaylin Jerome Brown and 16-year-old Yasin Wallace Powell were later charged with murder and armed robbery as they each were accused of shooting the victim in after attempting to rob him during a drug deal.[312] Brown was found guilty and convicted of second-degree murder, first-degree assault, use of a firearm in the commission of a felony or violent crime, and the possession of a firearm by a person under age 21 and was sentenced to 65 years in prison with all but 20 years suspended and Powell plead guilty to armed robbery and use of a handgun in a felony and was sentenced to 20 years in prison with all but five years suspended.[313][314]"
"August 17, 2018","Wellington, Florida",0,2,"Two people were shot and injured at a football game in Palm Beach Central High School in Wellington, Florida.[315]"
"August 20, 2018","Atlanta, Georgia",0,0,A shootout erupted on the campus of Georgia State University the night before classes started.[316]
"August 30, 2018","San Francisco, California",0,1,"One student was injured when two students were joking around about guns, and one student discharged a firearm at Balboa High School in San Francisco, California. 4 students were arrested in this incident, and 2 were allowed to go back to school. The school was on lockdown along with three other schools in the area for two hours.[317]"
"September 5, 2018","Providence, Rhode Island",1,1[n 1],"William Parsons, a 15-year-old student at Central High School, was shot and killed outside Providence Career and Technical Academy in Providence, Rhode Island. Police said that two young men got into an altercation and shots were fired, hitting the victim, who was uninvolved. The 16-year-old shooter Joel Leocra accidentally shot and injured himself while trying to get away, under a mile from the scene.[318] Leocra was sentenced to life in prison plus 10 years and must serve at least 25 years before being eligible for parole.[319]"
"September 10, 2018","Memphis, Tennessee",0,1,A teen girl was injured after shots were fired into school bus full of students attending Fairley High School.[320]
"September 11, 2018","North Las Vegas, Nevada",1,0,"18-year-old student Dalvin Brown was shot at Canyon Springs High School near the baseball field and later died of his injuries at a hospital.[321] 16-year-old Kayin French was arrested in connection to Brown's death shortly after the incident. His trial was scheduled for February 3, 2020.[322]"
"October 29, 2018","Matthews, North Carolina",1,1,"A David W. Butler High School freshman, 16-year-old Jatwan Craig Cuffie, fatally shot sophomore Bobby McKeithen. Cuffie is in custody and charged with first-degree murder.[323][324] Cuffie was sentenced to 80 to 108 months in prison after pleading guilty to manslaughter.[325]"
"December 13, 2018","Richmond, Indiana",1[n 1],0,"14-year-old Brandon Clegg[326] attempted a shooting on Dennis Intermediate School. He took two guns and threatened to kill his mother's ex-boyfriend if he did not drive him to the school.[327] After his mother called 911, police arrived just before he was able to begin his attack. After exchanging shots with officers, Clegg shot his way through a locked glass door and entered the school, where he continued to shoot at officers. After he was cornered in one of the school's stairwell, Clegg committed suicide by shooting himself.[328]"
"January 2, 2019","Jersey City, New Jersey",0,0,"School resource officer Dana Jackson, assigned to Snyder High School, was cleaning his service weapon when it discharged. No injuries were reported. Jackson was removed from his assignment at the school.[329]"
"January 3, 2019","Miami, Florida",0,0,"Two men were involved in an altercation on the campus of Florida International University when one of the men pulled out a gun and fired into the air. Both men were detained, and no injuries were reported.[330]"
"January 4, 2019","Columbus, Mississippi",0,1,"A former student at the Mississippi University for Women was shot and injured, causing a multi-hour lockdown and a search for a gunman. Police stated they were investigating whether the wound was self-inflicted. No one has been detained in relation to the crime.[331]"
"January 7, 2019","Belmont, California",1,0,"Seventeen-year-old Mohammad Othman was fatally shot in the parking lot of Central Elementary School. Police believe the shooter had a connection to Othman, but neither the shooter nor Othman had a relation to the elementary school.[332]"
"January 11, 2019","Eugene, Oregon",1[n 1],0,"A man involved in a custody battle arrived at Cascade Middle School and became enraged. As he was being escorted from the school by police, he began struggling and pulled a gun, according to authorities. The man was shot and killed by the officers. No one else was injured.[333]"
"January 19, 2019","Overland Park, Kansas",0,2,"A 16-year-old boy was shot in the head, and a 15-year-old boy was also injured, in a possible robbery incident in a parking lot of Lakewood Middle School in Overland Park, Kansas. The school was not in session at the time. Both victims are expected to recover.[334]"
"January 25, 2019","Mobile, Alabama",0,2,"Two males were wounded after basketball game at Davidson High School, but between Blount High School and Murphy High School, the 15-year-old suspect fled the scene before law enforcement arrived and was not arrested until February 8. His mother was arrested for harboring a fugitive.[335][336]"
"January 30, 2019","Lithonia, Georgia",0,1,"A man running on the Miller Grove High School track saw someone trying to break into his car, which was parked on school property. When the man confronted the person breaking into his car, he was shot once. The man was taken to a local hospital and listed in stable condition.[337]"
"January 30, 2019","Prairie View, Texas",0,0,"Shots were fired at Prairie View A&M University's Village 1 basketball court, according to officials. No injuries were reported. Officials are still searching for suspects.[338]"
"January 31, 2019","Memphis, Tennessee",0,1,"At Manassas High School, a 14-year-old student was shot by a pellet gun.[339]"
"January 31, 2019","Humble, Texas",0,1,"Seventeen-year-old Mikael Neciosup, a student at Atascocita High School, was arrested after shooting a 16-year-old classmate who was trying to buy marijuana from him. The victim suffered wounds to the foot and torso which were not life-threatening. Neciosup posted Snapchat videos mocking deputies and bragging about the shooting as he was being arrested. He was charged with aggravated assault and is being held on bond.[340]"
"February 8, 2019","Baltimore, Maryland",0,1,"A 25-year-old was confronted by an adult staff member of Frederick Douglass High School as to his purpose on being on school grounds. In response, the gunman shot and injured the staff member.[341]"
"February 11, 2019","Seaside, California",0,0,A student fired a gun in Seaside High School during a verbal altercation with other students. Nobody was injured in the incident.[342]
"February 12, 2019","Kansas City, Missouri",1,0,"During a basketball game at the Central Academy of Excellence, an argument between two groups led to the groups being escorted out in a staggered fashion. However, as the second group was being escorted out 15-year-old Anjanique Wright in the group was shot and later pronounced dead at the hospital. Two female students (Jamya D. Norfleet, 21 and Taylor McMillon, 18) were charged with her murder.[343][344][345][346] In February 2021 Norfleet pled guilty to second degree murder and unlawful use of a weapon and was sentenced in April to 28 years in prison. McMillon pled guilty in March to voluntary manslaughter and was scheduled for sentencing in June.[347] McMillon ultimately was sentenced to 5 years in prison.[348]"
"February 14, 2019","Rio Rancho, New Mexico",0,0,"Sixteen-year-old student Joshua Owen discharged a single shot in the hallway of Cleveland High School prior to classes beginning. The school was evacuated to a soccer field and then to a nearby arena where students were reunited with their parents. Authorities have not commented on whether Owen was targeting anyone or a possible motive. Owen faced charges of attempted murder, unlawful carrying of a deadly weapon, and unlawful possession of a handgun. Owens suffers from mental illness and was found not fit to stand trial. No injuries were reported.[349][350][346]"
"February 17, 2019","Arapahoe County, Colorado",1,0,"Two adult men in an ongoing dispute about a parking space agreed to meet at Eaglecrest High School to settle the dispute. During the argument, 31-year-old Marcus Johnson produced a handgun and shot 46-year-old Anthony ""T.J."" Cunningham. Johnson then fled the campus, returned home and called 911 to report the shooting. He was arrested when deputies arrived at his home. Cunningham, a former CU football player drafted by the Seattle Seahawks, died the next day of his wounds. Johnson is charged with first-degree murder.[349][351][352]"
"February 26, 2019","Montgomery, Alabama",0,1,"At Robert E. Lee High School, Michael Woods a 17-year-old student was shot and wounded in the arm. The gunman, a fellow student, had previously shot another student at the school in less than a two-year period.[339][346]"
"February 28, 2019","Cheyenne, Wyoming",0,0,"A 17-year-old student at Cheyenne South High School fired a gun toward an unoccupied vehicle in the school parking lot, shattering its window. The student was arrested on suspicion of discharging a firearm in city limits, misdemeanor possession of marijuana, felony burglary, and larceny. No injuries were reported.[349][353]"
"March 7, 2019","Grambling, Louisiana",0,1,A Grambling State University student was injured after an accidental discharge in a dorm by a friends gun.[354]
"March 22, 2019","Blounstville, Alabama",0,1,"A substitute teacher at Blountsville Elementary School, unlawfully brought a small-caliber weapon into the classroom, which discharged while in his pocket. One student reportedly had minor injuries, and the substitute was arrested.[355]"
"March 27, 2019","Holmes County, Mississippi",0,1,"A 10-year-old student was struck in the hand by gunfire that some claim was fired by another student on a Holmes County elementary school bus, while school district officials claim it was a drive-by shooting.[356]"
"April 1, 2019","Prescott, Arkansas",0,1,"A 14-year-old male student with a concealed weapon shot a 14-year-old classmate at Prescott High School in what police described as a ""premeditated attack"". The victim was airlifted to a nearby hospital and is in stable condition. The shooter was apprehended by school resource officers.[357] the shooter was charged as a juvenile[346]"
"April 25, 2019","Texas City, Texas",0,3,"At College of the Mainland, a police cadet student, 21-year-old Clayton Whatley, reached into his backpack and accidentally discharged a loaded handgun.  Two other students were shot in the leg, and a third was grazed.[358]"
"April 25, 2019","Stone Mountain, Georgia",0,10,At a teen armed with a pellet gun fired at Wynbrooke Elementary School inflicting minor injuries on 10 children. The shooter pled guilty to 10 counts of aggravated assault.[359][360]
"April 30, 2019","Charlotte, North Carolina",2,4,"University of North Carolina at Charlotte shooting: A shooter on the University of North Carolina at Charlotte campus killed two and injured four on the last day of classes.[361] Riley Howell, a student in the classroom, was credited with stopping the shooter.[339]"
"May 4, 2019","Eugene, Oregon",1,0,A 21-year-old Lane Community College student was killed outside a fraternity house at the University of Oregon.[362]
"May 6, 2019","Riverview, Florida",0,0,A person shot through a window of an elementary school bus with 11 kids inside.[363]
"May 7, 2019","Highlands Ranch, Colorado",1,8,STEM School Highlands Ranch shooting: Two shooters killed 1 student and injured 8 others at STEM School Highlands Ranch.[364]
"May 7, 2019","Savannah, Georgia",0,1,A man who was not a student at Savannah State University shot and wounded a student at a residence hall.[339]
"May 8, 2019","Chicago, Illinois",0,1,A 19-year-old student was shot in the neck and jaw at Second Chance High School when he and two friends were leaving the school by 18-year-old student Andres Salazar who was driving a car. Salazar was charged with attempted first-degree murder and aggravated battery with a firearm.[365]
"May 17, 2019","Jacksonville, Florida",0,1,"Arthur Davin Jones III, a 19-year-old student shot Shamon Micken, a 16-year-old student at Raines High School. Jones fled the state and was arrested days later in Georgia.[366] Jones is being charged with attempted murder and pled not guilty."
"June 21, 2019","Flint, Michigan",0,1,"During a basketball competition in the gym of Carman-Ainsworth High School during a fight involving dozens of people, shots were fired and Eithan Williams, a 15-year-old student was hit in the chest. Williams left the hospital four days later and doctors said he was lucky to be alive. Four students aged 14–16 were arrested.[367]"
"July 2, 2019","Anchorage, Alaska",0,1,"At Williwaw Elementary School, a fight broke out on the basketball court which resulted in a teen being shot and injured.[368]"
"July 19, 2019","San Diego, California",0,0,"At Monroe Clark Middle School, a teen fired a BB gun at the school, causing minor damage to the campus, then fled the scene, nobody was killed or injured in the incident.[369]"
"August 8, 2019","Montgomery, Alabama",0,0,"38-year-old Isaiah Johnson, dropped his son off at Blount Elementary School, and then got into an argument with another father over a traffic dispute. He discharged a firearm into the father's vehicle.[370][371][372][339]"
"August 27, 2019","Los Angeles, California",0,1,A Hollenbeck Middle School student was standing in the lunch line was struck in the jaw by a bullet fired from off campus.[373][374]
"August 30, 2019","Toledo, Ohio",0,1,"As spectators were leaving a football game Central Catholic High School. a 16-year-old boy was shot by another teen, neither of the students attended Central Catholic High School and no fights happened before the shooting, no arrests were made.[375][376]"
"August 31, 2019","Mobile, Alabama",0,10,17-year-old Deangelo Dejuan Parnell shot 9 people during a confrontation at a stadium where a high school football game was being played. A tenth person suffered a stroke.[377]
"September 6, 2019","Pittsburgh, Pennsylvania",1,0,"Near the end of a football game at Jeannette High School, Damien Williams and Greg Harper got into an argument outside the stadium, the argument escalated to the point where Williams was shot in the chest by Harper after Williams allegedly punched Harper twice. Williams died and Harper is charged with homicide and reckless endangerment. Harper pled not guilty and is claiming he acted in self-defense.[378]"
"September 13, 2019","Newport News, Virginia",0,3,"After a football game at Todd Stadium, the school stadium, shots were fired and three teens ages 14 and 19 were injured. No arrests have been made.[379]"
"September 14, 2019","Fort Worth, Texas",0,2,"As a youth football game was happening at Eastern Hills High School, parents got into a fight and shots were fired, injuring a woman and her 12-year-old daughter. Thirty-nine-year-old Chanita Holly was arrested and charged with making terroristic threats; a man who was reportedly wearing a skeleton mask is also a suspect in the incident and is believed to be the trigger man.[380]"
"September 20, 2019","Philadelphia, Pennsylvania",0,2,"During the second quarter of a football game between Imhotep Institute Charter High School and Mastery Gratz high school at Marcus memorial stadium, multiple gunshots were fired, a 15-year-old was shot in the thigh and a 14-year-old in the foot. The Police said multiple shell casings were found but it is unclear if the shooting happened in or outside the stadium. No suspects have been arrested.[381]"
"September 27, 2019","Richmond, California",0,3,"As people were leaving a football game at De Anza High School against Pinole Valley High School a fight broke out, Gunshots were fired and three teens were injured, A 17-year-old boy was shot in the back of the head, A 16-year-old girl in the upper torso, and another 17-year-old boy in the leg. no arrests were made.[382]"
"October 13, 2019","Nashville, Tennessee",1,0,A 19-year-old student was found unconscious with a bullet wound to his abdomen. Authorities said there were no reports of a shooting or suspicious activity on campus. another student George Wells was later charged with reckless homicide.[383][384]
"October 22, 2019","Santa Rosa, California",0,1,"A 16-year-old student was shot twice, at least once in the abdomen, by a 17-year-old classmate across the street from Ridgway High School, an alternative school next to Santa Rosa High School. The victim was hospitalized in stable condition. The 17-year-old was arrested in a classroom, and the gun used was found later that night in a bush three miles away. He is charged with attempted murder.[385][386]"
"November 5, 2019","Hazleton, Pennsylvania",0,1,"Four people were charged after a fight at Hazleton Area High School in Luzerne County that left three students hurt, one of them 19-year-old Noberto Polanco-Rodriguez admitted to shooting one of the students with an orange flare gun that caused a serious injury to one of the student's arms and is charged with aggravated assault. Luis Arizmendy-Nunez, 22; Christhofany Maria, 19; and Jose Antonio Vargas,19, were charged with simple assault.[387]"
"November 11, 2019","Baltimore, Maryland",0,1,A 19-year-old student who was outside Reginald F. Lewis High School was approached by a masked man who shot him in the leg.[388]
"November 13, 2019","Los Angeles, California",1,0,A man who was carrying a sword was fatally shot by a deputy at the courtyard of Esteban Torres High School.[389]
"November 14, 2019","Santa Clarita, California",3[n 1],3,"Saugus High School shooting: Five people were injured, two fatally, in a shooting at a courtyard of Saugus High School. The shooter, a 16-year-old male student, attempted suicide by shooting himself in the head. He was taken into custody and died the next day during hospitalization. The gun used was suspected by police to be a ghost gun.[390][391]"
"November 15, 2019","Pleasantville, New Jersey",1,2,"Five men opened fire during a playoff game between the Camden Panthers and the Pleasantville Greyhounds at Pleasantville High School, injuring a 15-year-old boy, a 27-year-old male, and fatally injuring a 10-year-old boy. All five were later arrested for the random act of violence however the injured 27 year-old (who is believed to be the shooters target) has also been charged with unlawful possession of a handgun.[392][393][394][346] The alleged shooter Alvin Wyatt has been charged with murder and attempted murder.[386]"
"November 23, 2019","Union City, California",2,0,"Two boys, aged 11 and 14-years-old were shot in the parking lot of the Searles Elementary School around 1 am, while sitting in a minivan. Both boys died of their wounds, one at the scene and the other at the hospital.[395] 18-year-old Jason Cornejo of Castro Valley and a 17-year-old juvenile from Hayward were arrested on February 14, 2020. The shooing had possible gang motivations.[396]"
"November 26, 2019","Salmon Creek, Washington",2[n 1],1,"At Sarah J. Anderson Elementary school, Keland Hill shot and killed his estranged wife Tiffany and wounded Tiffany's mother in while Tiffany and Keland's three children were with them while they were in a vehicle in the schools parking lot. Tiffany had a restraining order against Keland for domestic violence. Keland shot and killed himself after a short car chase with deputies.[397]"
"December 2, 2019","Waukesha, Wisconsin",0,1[n 1],A 17-year-old male student who brought a handgun to Waukesha South High School was shot by a police officer after pointing his gun at him and was in stable condition. The gun was later determined to be a pellet gun.[398]
"December 3, 2019","Oshkosh, Wisconsin",0,2[n 1],"Grant Fuhrman, a 16-year-old male student at Oshkosh High School was shot by resource officer Mike Wissink after stabbing him with a barbecue fork and was in stable condition. Fuhrman was charged with attempted intentional homicide.[399][400]"
"December 4, 2019","Jackson, Mississippi",0,1,An individual who was not a student was shot at the edge of campus by a shooter driving a Honda Accord. This resulted in a campus lockdown. One person was injured and transported to a hospital with non-life threatening injuries.[401]
"December 16, 2019","New Haven, Connecticut",0,1,"A man dropping off his child at the Catholic Academy of New Haven was shot and wounded, and 7 of 10 bullets that were fired in the incident struck the school building. A bullet tore into the walls of a pre-school classroom; no children were hurt.[402]"
"December 19, 2019","Naples, Florida",1,0,"A 28-year-old woman was shot and killed at Lely High School and her shooter, 50-year-old Jose Alfredo Avila Pena who was in a relationship with the victim was charged with second-degree murder. The principal of the school said the shooting was the result of a domestic violence incident.[401][403] Pena was sentenced to life in prison.[404]"
"January 8, 2020","Belle Glade, Florida",0,1,An individual who was not a student accidentally shot himself in the leg in the parking lot of Glades Central High School.[405]
"January 11, 2020","Dallas, Texas",1,1,"A 15-year-old was arrested after two people were wounded by gunfire during a fight at a high school basketball game between South Oak Cliff and Kimball High School. An 18-year-old man was badly wounded in the shooting, and a Dallas ISD police officer was grazed by a bullet fragment. The 15-year-old suspect, who turned himself in at Dallas police headquarters, was initially charged with aggravated assault;[406] however, after the 18-year-old student died from his injuries, the suspect was charged with murder.[407]"
"January 14, 2020","Bellaire, Texas",1,0,A 19-year-old student was shot in the chest and killed at Bellaire High School. A 16-year-old student was arrested and charged with manslaughter.[408][409]
"January 14, 2020","Fort Worth, Texas",0,2,An adult male and a 10-year-old child were injured at North Crowley Ninth Grade Campus after a youth basketball game.[410][411]
"January 23, 2020","Oxnard, California",0,1,A stray bullet fired during a street altercation struck a 9-year-old student at McAuliffe Elementary School.[412]
"January 31, 2020","Antioch, California",1,0,A 16-year-old student was killed after a large fight broke out after a basketball game at Deer Valley High School.[413]
"February 3, 2020","Commerce, Texas",2,1,"Jacques Dshawn Smith, 21, gained access to Pride Rock Residence hall at Texas A&M University–Commerce, where he is suspected of shooting his ex-girlfriend Abbaney Matts, 20, and her sister Deja Matts, 19, to death. Abbaney's two-year-old son was also injured during the shooting.[414][415]"
"February 4, 2020","Baton Rouge, Louisiana",1,0,"A 22-year-old employee of the Louisiana Culinary Institute was killed in the Institute's parking lot by the ex-boyfriend of his girlfriend. The ex-boyfriend was later arrested, and claimed he did not know the weapon was loaded and planned to use it as a scare tactic.[416]"
"March 5, 2020","Weston, Florida",0,1,A school security officer was with a school maintenance worker in the parking lot of Sagemount School when he unintentionally shot the worker in the eye. The officer was unauthorized to have the weapon on campus.[417]
"March 11, 2020","Shenango Township, Pennsylvania",0,2,"A school van carrying seven elementary school students was shot at by Byron Benetas. Two bullets hit the van. Nobody was hit although two children were injured by flying glass. Benetas was arrested a short time after and later pled guilty to aggravated assault and reckless endangerment in exchange for other charges, including attempted murder, being dropped. He was sentenced to three to six years imprisonment and two years' probation.[418][419]"
"March 15, 2020","Humble, Texas",1,0,"A large group of men jumped a fence to gain access to Atascocita High Schools football field, when an argument escalated and a 19-year-old was killed.[420]"
"July 27, 2020","Oro Valley, Arizona",1,0,A worker fixing the roof of Canyon del Oro High School was fatally wounded after his unholstered weapon accidentally discharged.[421]
"July 29, 2020","Collinsville, Illinois",0,1,"Responding officers to a report of a student in distress at Collinsville High School, opened fire after a 17-year-old pointed a weapon at them, wounding the teenager.[422]"
"September 16, 2020","Sonora, California",1,0,"At Sonora High School in downtown Sonora, a student named Eric Aguiar, 17, was shot and killed in the High School's parking lot.[423]"
"September 16, 2020","Macomb, Illinois",0,1,"Kavion Poplous, 18, was arrested and charged with attempted first-degree murder, aggravated battery, and aggravated discharge of a firearm in the shooting of a student in a dorm at Western Illinois University.[424][425]"
"September 19, 2020","San Francisco, California",0,0,"At Krouzian-Zekarian-Vasbouragan Armenian School, a shooting happened which was believed to be a hate crime targeting the Armenian people. Nobody was killed or injured in the shooting.[426][427]"
"December 17, 2020","Birmingham, Alabama",1,0,A 20-year-old University of Alabama at Birmingham student was shot and killed in a campus parking lot outside the student center. Investigators believed the shooting occurred during an arranged meeting to sell headphones.[428]
"February 26, 2021","New Orleans, Louisiana",1,0,A Tulane University police officer was shot and killed after trying to break up a fight at a high school basketball game at George Washington Carver High School.[429]
"March 1, 2021","Pine Bluff, Arkansas",1,0,A 15-year-old student was killed in a targeted shooting at Watson Chapel Junior High School.[430]
"March 8, 2021","Chesterfield, South Carolina",0,1,"A woman wounded her son-in-law in the parking lot of Edwards Elementary School while school was in session, before fleeing the area.[431]"
"April 12, 2021","Knoxville, Tennessee",1[n 1],1,A student armed with a handgun was shot and killed after a confrontation with a police officer at Austin-East High School. One officer was shot but survived.[432]
"April 26, 2021","Plymouth, Minnesota",0,0,An unidentified 6th-grade student fired several shots from a handgun into the ceiling in a hallway within Plymouth Middle School. He was taken into custody by police without incident. There were no reported casualties.[433]
